datetime,count,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,day
2020-07-03,59329,1593748800,32.2,22.4,27.4,33.8,22.4,28.0,18.8,61.28,1.56,,12.5,,0.0,0.0,42.5,20.5,179.6,1009.9,45.1,14.3,342.5,18.5,7.0,05:29:50,1593768590,20:30:41,1593822641,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-07-04,70988,1593835200,30.6,20.1,24.2,30.6,20.1,24.4,18.3,71.72,0.64,,4.17,,0.0,0.0,33.5,15.7,83.8,1012.7,58.0,14.9,400.3,23.1,10.0,05:30:24,1593855024,20:30:27,1593909027,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
2020-07-05,64523,1593921600,33.5,22.3,27.0,32.7,22.3,27.2,17.9,61.34,0.0,,0.0,,0.0,0.0,27.7,13.1,247.8,1013.6,27.3,13.7,465.4,26.8,9.0,05:31:00,1593941460,20:30:11,1593995411,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,5
2020-07-06,45976,1594008000,34.9,21.5,26.6,34.9,21.5,26.7,18.1,63.45,4.87,,20.83,,0.0,0.0,54.3,19.7,100.5,1016.3,21.9,13.6,380.0,21.9,9.0,05:31:37,1594027897,20:29:53,1594081793,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,6
2020-07-07,67810,1594094400,26.9,21.9,24.2,28.6,21.9,24.3,20.1,78.13,0.0,,0.0,,0.0,0.0,,15.4,86.3,1018.9,75.7,15.5,290.0,16.7,7.0,05:32:15,1594114335,20:29:33,1594168173,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,7
2020-07-08,63321,1594180800,28.1,24.0,25.8,31.3,24.0,26.6,21.9,79.1,0.57,,8.33,,0.0,0.0,29.5,11.8,187.0,1015.8,58.4,15.1,258.5,14.9,10.0,05:32:54,1594200774,20:29:11,1594254551,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,8
2020-07-09,76374,1594267200,31.2,24.0,26.9,33.1,24.0,27.8,20.9,71.08,0.0,,0.0,,0.0,0.0,27.8,20.2,192.3,1015.2,12.2,15.4,490.1,28.2,9.0,05:33:35,1594287215,20:28:47,1594340927,0.6,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-07-10,22777,1594353600,25.1,22.9,23.9,25.1,22.9,23.9,22.2,90.21,60.71,,50.0,,0.0,0.0,51.6,31.2,71.8,1010.5,84.3,10.0,66.1,3.6,2.0,05:34:16,1594373656,20:28:21,1594427301,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-07-11,66573,1594440000,28.5,22.4,25.1,32.3,22.4,26.2,22.7,86.83,6.94,,41.67,,0.0,0.0,50.0,17.1,182.7,1004.7,46.6,13.0,331.2,19.1,8.0,05:34:59,1594460099,20:27:53,1594513673,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-07-12,84290,1594526400,30.4,22.4,26.1,30.9,22.4,26.3,18.0,62.82,4.41,,12.5,,0.0,0.0,48.1,17.8,265.4,1006.0,23.3,15.6,466.1,26.8,10.0,05:35:43,1594546543,20:27:23,1594600043,0.73,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-07-13,69017,1594612800,29.6,22.0,26.1,30.6,22.0,26.3,17.3,60.5,0.48,,4.17,,0.0,0.0,30.2,17.1,289.3,1008.6,28.5,16.0,463.5,26.7,10.0,05:36:28,1594632988,20:26:51,1594686411,0.78,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-07-14,76968,1594699200,29.0,21.8,25.6,28.8,21.8,25.6,15.2,53.49,0.0,,0.0,,0.0,0.0,31.7,15.8,305.3,1013.7,22.2,16.0,490.8,28.3,10.0,05:37:14,1594719434,20:26:17,1594772777,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-07-15,78340,1594785600,26.7,21.8,23.8,26.7,21.8,23.8,17.7,68.97,0.0,,0.0,,0.0,0.0,25.9,18.4,83.5,1021.2,44.2,16.0,372.3,21.4,9.0,05:38:01,1594805881,20:25:41,1594859141,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-07-16,79248,1594872000,24.6,21.2,22.5,24.6,21.2,22.5,15.8,66.24,0.0,,0.0,,0.0,0.0,38.9,15.9,111.7,1025.3,55.8,16.0,388.1,22.4,9.0,05:38:48,1594892328,20:25:03,1594945503,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-07-17,69834,1594958400,28.9,20.7,24.0,31.4,20.7,24.6,19.6,76.95,0.77,,8.33,,0.0,0.0,27.7,14.1,188.1,1019.7,54.9,15.8,196.4,11.3,5.0,05:39:37,1594978777,20:24:23,1595031863,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-07-18,80408,1595044800,32.0,22.3,27.5,31.9,22.3,27.5,18.4,61.29,0.0,,0.0,,0.0,0.0,,8.7,129.2,1017.1,8.4,15.6,481.8,27.7,10.0,05:40:26,1595065226,20:23:42,1595118222,0.98,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-07-19,66789,1595131200,34.1,25.1,29.2,36.9,25.1,30.8,20.3,59.7,0.0,,0.0,,0.0,0.0,40.7,24.1,206.8,1013.3,4.8,16.0,468.1,25.3,9.0,05:41:17,1595151677,20:22:58,1595204578,1.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-07-20,58285,1595217600,33.4,27.9,30.4,37.1,30.0,32.9,20.8,58.25,0.0,,0.0,,0.0,0.0,35.3,18.3,285.7,1010.6,12.4,15.8,430.4,24.8,9.0,05:42:08,1595238128,20:22:13,1595290933,1.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-07-21,70557,1595304000,32.9,25.6,28.8,33.6,25.6,29.4,17.6,51.34,0.0,,0.0,,0.0,0.0,29.5,9.5,190.5,1015.4,6.3,16.0,485.9,26.2,10.0,05:42:59,1595324579,20:21:26,1595377286,0.0,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-07-22,51988,1595390400,32.9,22.5,27.0,37.1,22.5,28.7,22.1,76.17,33.16,,20.83,,0.0,0.0,57.3,14.3,159.9,1015.9,41.7,14.8,428.1,21.6,10.0,05:43:52,1595411032,20:20:37,1595463637,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-07-23,65592,1595476800,30.0,23.0,26.3,33.9,23.0,27.7,21.8,77.34,0.16,,8.33,,0.0,0.0,33.5,15.3,248.5,1016.0,24.9,16.0,346.5,18.7,9.0,05:44:45,1595497485,20:19:47,1595549987,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-07-24,66790,1595563200,27.3,23.0,24.7,29.6,23.0,24.9,21.2,81.2,5.53,,12.5,,0.0,0.0,31.7,13.5,110.1,1017.7,50.7,15.1,119.9,6.9,3.0,05:45:38,1595583938,20:18:54,1595636334,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-07-25,87636,1595649600,30.7,22.8,26.9,33.1,22.8,27.9,20.6,70.28,0.0,,0.0,,0.0,0.0,33.5,13.6,181.6,1018.1,17.5,14.8,444.3,25.6,10.0,05:46:32,1595670392,20:18:00,1595722680,0.14,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-07-26,72734,1595736000,33.1,25.1,28.9,33.6,25.1,29.4,19.2,59.34,0.0,,0.0,,0.0,0.0,41.9,16.9,250.1,1015.0,17.3,16.0,451.1,26.0,9.0,05:47:27,1595756847,20:17:04,1595809024,0.19,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-07-27,62474,1595822400,34.1,25.2,29.9,35.0,25.2,30.9,18.1,49.55,0.0,,0.0,,0.0,0.0,40.8,24.6,272.7,1009.9,6.0,16.0,472.4,27.2,9.0,05:48:22,1595843302,20:16:07,1595895367,0.25,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-07-28,70368,1595908800,33.6,27.4,29.7,36.3,28.9,31.9,20.5,58.02,0.2,,4.17,,0.0,0.0,36.9,21.9,285.7,1008.6,24.1,16.0,346.3,19.9,9.0,05:49:18,1595929758,20:15:08,1595981708,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-07-29,77064,1595995200,31.6,25.6,28.0,33.3,25.6,29.3,19.5,60.14,0.0,,0.0,,0.0,0.0,27.7,13.8,136.5,1012.2,18.9,16.0,478.5,25.8,10.0,05:50:14,1596016214,20:14:07,1596068047,0.36,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
2020-07-30,72109,1596081600,33.1,25.1,28.8,34.4,25.1,29.5,17.6,51.16,0.0,,0.0,,0.0,0.0,35.3,17.1,205.0,1010.5,7.1,16.0,387.6,20.9,9.0,05:51:10,1596102670,20:13:05,1596154385,0.41,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-07-31,70846,1596168000,27.3,21.8,23.9,28.4,21.8,24.0,19.9,79.99,21.33,,33.33,,0.0,0.0,,8.8,94.2,1009.6,56.6,12.3,181.0,9.1,5.0,05:52:07,1596189127,20:12:01,1596240721,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,31
2020-08-01,89044,1596254400,30.2,21.7,26.0,31.1,21.7,26.3,18.6,64.95,0.0,,0.0,,0.0,0.0,35.3,18.4,156.8,1013.0,10.2,16.0,488.4,26.4,10.0,05:53:04,1596275584,20:10:56,1596327056,0.47,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-08-02,70067,1596340800,31.3,25.0,27.7,36.8,25.0,30.0,22.7,74.73,0.0,,0.0,,0.0,0.0,51.8,20.5,163.6,1012.4,47.7,16.0,338.9,18.3,9.0,05:54:01,1596362041,20:09:49,1596413389,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
2020-08-03,67219,1596427200,31.4,21.6,27.8,32.6,21.6,28.8,18.8,59.59,12.81,,4.17,,0.0,0.0,65.5,21.8,231.9,1015.3,13.6,15.9,457.5,24.7,9.0,05:54:58,1596448498,20:08:41,1596499721,0.5,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-08-04,44588,1596513600,26.3,21.9,23.9,26.3,21.9,23.9,20.9,84.27,14.61,,41.67,,0.0,0.0,94.7,41.1,135.0,1010.4,58.6,12.4,126.5,6.8,5.0,05:55:56,1596534956,20:07:31,1596586051,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
2020-08-05,81812,1596600000,29.6,23.4,26.4,29.6,23.4,26.5,17.8,61.27,0.0,,0.0,,0.0,0.0,31.7,16.5,281.3,1015.4,25.5,16.0,468.0,25.3,9.0,05:56:54,1596621414,20:06:20,1596672380,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,5
2020-08-06,79130,1596686400,26.3,21.9,24.2,26.3,21.9,24.2,16.1,60.9,0.0,,0.0,,0.0,0.0,,17.2,107.3,1019.0,21.5,16.0,316.5,17.1,9.0,05:57:52,1596707872,20:05:08,1596758708,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,6
2020-08-07,59956,1596772800,26.1,19.5,22.8,26.1,19.5,22.8,18.3,76.34,7.53,,33.33,,0.0,0.0,,13.8,41.6,1019.8,25.3,12.7,203.3,9.5,5.0,05:58:51,1596794331,20:03:54,1596845034,0.57,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,7
2020-08-08,90237,1596859200,28.3,20.8,23.6,29.9,20.8,23.7,20.0,81.34,0.0,,0.0,,0.0,0.0,,13.7,117.1,1020.4,21.2,14.2,302.0,15.2,8.0,05:59:49,1596880789,20:02:39,1596931359,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,8
2020-08-09,82767,1596945600,30.7,22.3,25.9,32.3,22.3,26.8,20.7,74.31,0.0,,0.0,,0.0,0.0,35.3,26.9,218.3,1019.0,12.2,15.4,450.7,24.3,10.0,06:00:48,1596967248,20:01:23,1597017683,0.65,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,9
2020-08-10,68992,1597032000,32.4,24.5,28.1,35.1,24.5,29.8,21.6,69.0,0.0,,0.0,,0.0,0.0,31.7,14.9,200.8,1016.1,6.8,15.6,453.1,24.5,9.0,06:01:47,1597053707,20:00:05,1597104005,0.7,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,10
2020-08-11,75292,1597118400,29.6,25.8,27.5,33.0,25.8,29.5,22.6,74.89,0.0,,0.0,,0.0,0.0,41.3,12.5,177.4,1014.3,11.5,15.8,438.0,23.7,9.0,06:02:46,1597140166,19:58:46,1597190326,0.74,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,11
2020-08-12,66069,1597204800,31.3,22.7,26.9,36.5,22.7,28.3,23.1,80.48,42.07,,16.67,,0.0,0.0,57.2,14.4,156.3,1015.9,16.0,12.4,315.9,17.1,8.0,06:03:45,1597226625,19:57:26,1597276646,0.79,Rain,Clear conditions throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,12
2020-08-13,62427,1597291200,26.2,22.4,24.6,26.2,22.4,24.6,21.3,82.35,5.61,,12.5,,0.0,0.0,,11.4,62.5,1018.4,18.8,13.7,131.8,6.6,3.0,06:04:44,1597313084,19:56:05,1597362965,0.84,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,13
2020-08-14,83758,1597377600,29.5,22.9,25.9,30.1,22.9,26.1,18.7,66.4,0.0,,0.0,,0.0,0.0,31.7,14.8,50.8,1016.1,32.1,15.4,375.7,20.3,8.0,06:05:43,1597399543,19:54:43,1597449283,0.89,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,14
2020-08-15,92784,1597464000,28.4,22.3,24.5,28.5,22.3,24.6,15.7,58.4,0.0,,0.0,,0.0,0.0,33.5,17.5,52.0,1015.9,13.9,16.0,353.0,19.1,9.0,06:06:42,1597486002,19:53:20,1597535600,0.93,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,15
2020-08-16,38651,1597550400,22.9,19.5,20.6,22.9,19.5,20.6,17.4,82.17,5.26,,50.0,,0.0,0.0,37.1,20.5,47.0,1014.7,94.8,12.9,72.4,3.6,1.0,06:07:41,1597572461,19:51:55,1597621915,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,16
2020-08-17,70358,1597636800,27.3,18.0,21.8,28.0,18.0,21.9,16.7,73.97,5.3,,12.5,,0.0,0.0,40.7,26.4,191.4,1012.5,39.9,15.3,382.0,20.6,9.0,06:08:40,1597658920,19:50:30,1597708230,0.99,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,17
2020-08-18,81799,1597723200,27.4,18.0,22.8,27.3,18.0,22.8,15.6,67.15,4.87,,12.5,,0.0,0.0,39.3,18.1,258.8,1010.8,29.9,15.1,423.9,22.9,9.0,06:09:39,1597745379,19:49:04,1597794544,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,18
2020-08-19,71467,1597809600,23.9,19.1,21.6,23.9,19.1,21.6,16.6,73.64,3.56,,25.0,,0.0,0.0,,9.8,71.4,1013.4,44.9,15.3,185.9,9.4,4.0,06:10:38,1597831838,19:47:37,1597880857,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,19
2020-08-20,81247,1597896000,26.4,17.4,22.1,26.4,17.4,22.1,11.9,54.99,0.0,,0.0,,0.0,0.0,,11.3,122.3,1017.0,4.1,16.0,462.1,25.0,9.0,06:11:37,1597918297,19:46:08,1597967168,0.01,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,20
2020-08-21,84814,1597982400,28.6,20.1,24.4,29.5,20.1,24.7,17.2,65.1,0.0,,0.0,,0.0,0.0,32.9,22.8,232.2,1014.2,10.9,16.0,436.2,22.0,8.0,06:12:36,1598004756,19:44:39,1598053479,0.04,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,21
2020-08-22,87086,1598068800,30.3,23.4,26.5,32.3,23.4,27.2,19.7,67.27,0.0,,0.0,,0.0,0.0,37.1,14.7,260.0,1013.5,8.4,16.0,403.6,20.3,9.0,06:13:35,1598091215,19:43:09,1598139789,0.08,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,22
2020-08-23,81801,1598155200,29.4,23.5,26.1,30.9,23.5,26.9,20.5,71.67,0.0,,0.0,,0.0,0.0,33.5,10.7,172.7,1016.7,6.9,16.0,348.3,18.8,9.0,06:14:34,1598177674,19:41:39,1598226099,0.13,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,23
2020-08-24,71136,1598241600,32.0,24.0,27.7,33.8,24.0,28.7,20.2,64.97,0.0,,0.0,,0.0,0.0,31.7,19.8,264.9,1015.1,9.6,16.0,417.6,21.0,8.0,06:15:33,1598264133,19:40:07,1598312407,0.18,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,24
2020-08-25,72067,1598328000,31.4,22.7,26.7,32.7,22.7,27.2,18.7,63.05,9.01,,4.17,,0.0,0.0,59.7,24.6,284.8,1009.6,15.6,15.8,395.6,19.9,8.0,06:16:32,1598350592,19:38:35,1598398715,0.24,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,25
2020-08-26,88080,1598414400,24.5,19.5,22.4,24.5,19.5,22.3,11.0,49.42,0.0,,0.0,,0.0,0.0,41.6,26.9,307.3,1013.1,5.1,16.0,440.6,22.2,9.0,06:17:31,1598437051,19:37:02,1598485022,0.29,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,26
2020-08-27,69313,1598500800,32.4,19.2,25.1,33.9,19.2,25.7,17.6,64.83,10.63,,20.83,,0.0,0.0,66.6,29.5,204.8,1008.2,49.8,15.6,399.8,20.1,9.0,06:18:30,1598523510,19:35:28,1598571328,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,27
2020-08-28,78167,1598587200,29.4,21.9,25.0,30.4,21.9,25.2,18.9,70.58,0.14,,12.5,,0.0,0.0,32.0,17.2,283.6,1009.2,17.4,15.6,357.6,18.0,9.0,06:19:29,1598609969,19:33:54,1598657634,0.39,Rain,Clear conditions throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,28
2020-08-29,71287,1598673600,27.4,22.3,24.5,29.8,22.3,24.8,21.3,82.61,0.25,,20.83,,0.0,0.0,27.7,17.7,240.9,1002.4,53.7,16.0,144.3,7.3,4.0,06:20:28,1598696428,19:32:19,1598743939,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,29
2020-08-30,92434,1598760000,25.8,20.1,23.0,25.8,20.1,23.0,12.2,51.29,0.0,,0.0,,0.0,0.0,50.0,34.6,289.6,1006.4,31.6,16.0,420.6,21.2,10.0,06:21:26,1598782886,19:30:43,1598830243,0.46,Partially cloudy,Partly cloudy throughout the day.,wind,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,30
2020-08-31,75665,1598846400,24.3,17.7,21.0,24.3,17.7,21.0,13.0,60.62,0.0,,0.0,,0.0,0.0,,14.0,84.4,1017.9,27.7,16.0,252.0,13.6,6.0,06:22:25,1598869345,19:29:07,1598916547,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'F1417', 'KNYC', '72503014732']",obs,-4.0,31
2020-09-01,76674,1598932800,24.5,19.4,21.8,24.5,19.4,21.8,17.9,79.27,5.06,,25.0,,0.0,0.0,29.5,17.4,100.8,1019.5,61.5,14.2,285.9,14.4,7.0,06:23:24,1598955804,19:27:30,1599002850,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,1
2020-09-02,69998,1599019200,25.9,20.7,23.3,25.9,20.7,23.3,21.0,87.25,2.89,,29.17,,0.0,0.0,,11.9,121.8,1012.9,74.4,12.8,94.0,2.0,2.0,06:24:22,1599042262,19:25:53,1599089153,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,2
2020-09-03,71317,1599105600,29.1,21.9,25.1,29.1,21.9,25.2,18.5,69.44,11.53,,25.0,,0.0,0.0,29.5,19.6,183.1,1008.5,45.0,13.4,383.0,17.9,8.0,06:25:21,1599128721,19:24:15,1599175455,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,3
2020-09-04,85339,1599192000,28.9,20.9,24.7,30.1,20.9,24.7,16.9,65.71,0.0,,0.0,,0.0,0.0,31.1,16.9,279.5,1011.2,12.6,13.5,435.9,22.0,9.0,06:26:19,1599215179,19:22:37,1599261757,0.53,Clear,Clear conditions throughout the day.,clear-day,"['72502594741', '72505394728', 'KTEB', 'KLGA', 'KNYC', 'F1417', '72503014732']",obs,-4.0,4
